code,age,shoe,siblings,expGrade,petLove,extrovert,cookLove,spender,texts,politics,macLove,csLove,statisticsLove,mathLove,feelingsVt,steps,countries,states,live,studyRate,sleepRate,exerciseRate,anticSalary,quantGifted,artist,athlete,major,majorOther,yearSch,analyticCourses,usaProblem,whyClass,excitedClass,dataBoring,knowHd,lackMath,strengths,gains,polarStr2,polarStr0,polarGains2,polarGains0
910E,22.0,8.0,3,B+,60,40,30.0,50.0,20.0,Democrat,60.0,10.0,30.0,10.0,30,7000,0,7.0,1.0,5.0,42.0,10.0,55000.0,30.0,50.0,20.0,Math/Eng/Stat/CS,Other,Fourth,1.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),50,6.0,3.211267605633803,3.0,I have a passion for learning and think knowledge is valuable. I know my limits as a student so I know when not to over-exert myself. I am comfortable asking for help when I need it. I don't take education for granted. I do my best to get the most out of my classes.,I hope to gain more knowledge on analyzing data. I have recently begun to think about switching career paths and this class is in line with what I am thinking. I noticed this class is very project heavy and so I am excited to meet new people. I also hope through the presentations I will get better/more comfortable with public speaking.,0.4045199174779452,0.4045199174779452,0.4826004826007239,0.3810003810005715
8383,22.0,7.0,2,A,80,76,80.0,89.0,100.0,Democrat,50.0,56.0,46.0,51.0,86,12000,3,9.0,2.0,8.0,52.0,7.0,100000.0,44.0,57.0,59.0,Other,Other,Fourth,2.0,Political Divide,You are curious about the content It meets a graduation requirement.,81,4.0,1.0,5.0,I am open to learn. I try my best to keep a strong head and keep pushing through. I try to dedicate my time to learn my weaknesses. If there are constraints then I keep an open headspace so that I am not overwhelmed because I do find myself getting worked up easily. Despite it all I try my best.,"I hope to gain enough stability in the course to be able to analyze data. I have grown as a person. I am hopefully able to have gained a skill set that can be applied in the future. Strengthening my coding capability, as well. At the end, I hope to be able to be fluent in data analysis.",0.5163977794943222,0.2581988897471611,1.05045146287778,1.05045146287778
OH18,18.5,8.5,1,A-,100,75,85.0,60.0,40.0,Independent,75.0,40.0,60.0,50.0,90,7700,6,26.0,4.0,4.0,54.0,4.0,90000.0,65.0,50.0,35.0,Math/Eng/Stat/CS,Other,First,2.0,Political Divide,You are curious about the content It meets a graduation requirement.,70,4.0,2.0,5.0,"As a student, I tend to excel when it comes to in class discussions and practice assignments, but not so exceptional at learning material on my own time. I often struggle with procrastination when I feel like I don't know much about the topic, let alone learning it independently. I do, however, find myself more likely to be proactive at getting assignments done when I know I won't struggle through it. An example of this is that I am often more efficient at math and science classes, but I often procrastinate writing assignments because I struggle with getting words onto the paper efficiently. I am good at helping my peers understand content by using various ways to explain it to them, which at the same time helps me to better understand what I am explaining.","I hope to gain a better understanding of how data analytics works and how to apply it. I don't know exactly what career I want, but I have heard that having a background in data, especially in this day and age, is very useful as a skill and on resumes. I don't have any prior experience surrounding data analysis or collection besides the basic middle school science experiments, so I don't entirely know what to expect out of this class but I am excited to expand my knowledge. As an economics major I know this will be very beneficial to any job that I may find in this field.",0.2409856304306837,0.3442651863295482,0.8237306052901902,0.6704783996548059
0486,18.0,5.0,2,A,100,55,83.0,22.0,50.0,Democrat,58.02469135802469,60.0,90.0,50.0,86,1000,1,3.0,1.0,8.0,8.0,4.0,75000.0,10.0,100.0,8.0,Social Science,Other,First,2.0,Terrorism,You think that this class might help you in the future (e.g. in your future courses or career),32,3.0,3.211267605633803,4.0,"I love learning. I very often come to my professors office hours, engage in class, and I'm not afraid to ask questions no matter how ""dumb"" they seem. I also excel in collaborating with other students in projects or classwork. I enjoy open communication, and working in a fun environment where students are passionate on learning. I also adapt well to different working environments, and although math/computer science/data analysis are topics I find challenging, I am always excited and eager to improve my skills in areas that are hard for me.","I hope to hone my computational thinking skills, as it is something I came into college very unfamiliar with. As an Economics major, I hope to understand Python and data analysis better through this course. I also want to have more opportunities to work with programming languages which will definitely come in handy after college. I took statistics last semester which included the use of R, and I hope I can improve my R skills through this course. Understanding visualizations and data has always been a challenge for me so I hope this course helps me with my data analysis as well.",0.7258661863112977,0.5184758473652127,0.3168472137525358,0.3960590171906698
4297,19.0,12.0,3,A-,81,80,67.0,50.0,30.0,Independent,100.0,27.0,26.0,62.0,83,14000,2,15.0,1.0,4.0,7.0,8.0,80000.0,26.0,0.0,88.0,Other,Other,First,1.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),52,5.0,2.0,2.0,I think my strengths as a student begin with my determination. I am a very determined student who wants to succeed and do well. I am not really one to want to allow myself to slack and not do work. I feel like it is one thing if you study hard and do not exactly get the results you want but it is not good to not do the work or not study and fail. I think I try and do my best work. Anytime I have work I feel like I put my full effort into it. I think it is important to put your full effort into work.,I hope to gain a lot of knowledge about this type of course and see more into the type of careers that this subject offers. I have never really taken classes like this and I am interested to see what this class is like. I believe this type of subject is very important especially with the way the world is going. I think being able to analyze data and use coding and different algorithms to see how date affects us. It will allow us to analyze data and analyze it more accurately and increased probability.,0.6674238124719146,0.8581163303210331,0.6771457123762017,0.5129891760425771
E36E,20.0,8.0,1,A-,90,52,71.0,44.0,50.0,Democrat,100.0,48.0,39.0,8.0,100,9000,3,22.0,2.0,8.0,8.0,6.0,70000.0,2.0,26.0,56.0,Social Science,Other,Third,4.0,Climate Change,You are curious about the content It meets a graduation requirement.,60,3.0,3.0,2.0,,,0.0,0.0,0.0,0.0
204R,18.0,6.0,1,A,30,81,60.0,61.0,300.0,Democrat,100.0,71.0,9.0,51.0,82,25000,15,5.0,2.0,25.0,7.0,15.0,100000.0,51.0,40.0,61.0,Math/Eng/Stat/CS,Other,First,4.0,Crime/Violence,You think that this class might help you in the future (e.g. in your future courses or career),91,3.0,1.0,1.0,"One of my strengths as a student is collaborating very well! I think im pretty good at communication and im friendly/social, which helps me to be open-minded. The best way to get group projects done is have a bond outside of school, too; it helps things go more smoothly. I am also pretty organized by using a calendar to sort tasks. Lastly, I am eager to learn, which shows directly through my projects because delving deeper is how you get the true meaning of things.","I took this class even though it is not related to my major because I wanted knowledge outside of technical classes. I want to gain a better understanding of how data is collected, analyzed, and used to make real-world decisions that can help me in the future. Working with data has never been my strong suit, so learning how to deal with it can make things less complex for me. Additionally, data knowledge is used in every field, which makes me a better fit for any jobs I apply for. Overall, I want this class to make me more confident in understanding and communicating information through data.",0.9220167799605035,0.7504787743864564,0.4618802153517006,0.3849001794597505
S136,19.0,9.0,3,A,68,80,70.0,62.0,100.0,Democrat,29.0,46.0,52.0,50.0,93,10000,4,16.0,6.0,10.0,7.0,10.0,100000.0,49.0,52.0,70.0,Business,Other,Second,1.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),61,5.0,2.0,5.0,"One of my biggest strengths as a student is my strong work ethic and commitment to improvement. I take initiative in my learning by asking questions, seeking feedback, and using available resources when I donâ€™t understand a concept right away. I am organized and intentional with my time, especially when balancing coursework with extracurricular and leadership commitments. I also approach classes with curiosity and an open mindset, even when the material is challenging or unfamiliar. I work well independently but also value collaboration and learning from others. Most importantly, I stay motivated by connecting what I learn in class to real-world applications and long-term goals.","From this class, I hope to build a strong foundation in using R and RStudio to work with data confidently. I want to better understand how to clean, analyze, and visualize data. Developing practical coding skills is important to me, especially as data literacy becomes increasingly valuable across industries. I also hope to become more comfortable troubleshooting and thinking logically through problems when coding does not work as expected. Overall, I want to leave this class feeling confident in my ability to apply data analysis skills to my future.",0.6735753140545634,0.6735753140545634,0.7207985584043248,0.847998304005088
1080,19.8,7.5,2,A-,50,50,70.0,100.0,20.0,Independent,70.0,20.0,20.0,20.0,80,10000,3,15.0,2.0,4.0,49.0,7.0,80000.0,54.8,10.0,10.0,Social Science,Other,Second,0.0,Budget Deficit,You are curious about the content It meets a graduation requirement.,50,7.0,3.211267605633803,10.0,"I think that my strengths as a student aren't specific to any certain subject. I usually can get a good grade in nay class because I stay pretty organized and on top of my work. However, I definitely am stronger in subjects like the social sciences because I am able to memorize information. Classes like math or statistics are generally harder for me. I can do good in them, it just takes some extra work.",I hope to gain more data analytics skills. I think this is a really important tool to have in todays world and it will help me get a job. I want to be able to use data analytics to solve real-world problems. As well as make informed choices based on data. I want to learn how to use different software tools to collect and analyze sets of data.,1.131606527611666,1.039230484541326,0.4333890711087691,0.2407717061715384
1958,19.0,10.5,2,A-,100,53,60.0,100.0,100.0,Republican,50.0,49.0,65.0,53.0,72,-99,6,8.0,2.0,5.0,40.0,10.0,600000.0,28.0,49.0,23.0,Physical/Life Science,Other,First,0.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),65,6.0,0.0,3.043478260869565,"I am a very curious person. I think that I often enjoy to think out side of the box and that has helped me become a stronger student. On top of that, I am quick with understanding stuff and once I do grasp something, I understand it. I also like to ask plenty of questions!",I hope to gain a stronger understanding of data as I plan on minoring in data and decisions. I am also hoping to gain a sense of preparation for a world full of data and the greater goal I have is to be able to use this information to make money. Data is expanding rapidly and the industry will be ever growing.,0.674199862463242,0.674199862463242,0.3810003810005715,0.3810003810005715
7432,19.0,8.0,1,A,60,80,65.0,50.0,50.0,Democrat,10.0,40.0,45.0,60.0,70,8000,12,15.0,1.0,35.0,35.0,10.0,100000.0,70.0,10.0,20.0,Physical/Life Science,Other,Second,2.0,Racial Injustice,You think that this class might help you in the future (e.g. in your future courses or career),100,3.0,1.0,1.0,"As a student, I think one of my biggest strengths is my attention to detail. When learning, I tend to feel that unless I know everything about a concept, I think I don't know anything about the concept. This leads me to spending multiple hours a day on even one concept if I don't feel comfortable with the material. Another academic strength I think I have is that I understand how I learn best depending on subject, so I can individualize my study techniques and the way I approach studying/homework differently for each class. I also think my high standards for myself as a student is a strength because I like to feel proud of the work that I put into a class and the feel like the information I have gained has been enriching.","I hope to gain a further understanding of how data is analyzed and interpreted across many different feels. As I am still fairly new to data analytics, I hope I gain a confidence with working with many different types of data. I hope to gain the ability to communicate results from data analysis in a clear and effective way. What I am most excited for is definitely how bias and ethical issues can influence data analysis and be able to recognize those issues. I also hope to strengthen my programming in R so I can apply these skills in a real-world setting.",0.5144957554275265,0.6859943405700353,0.5123712246454325,0.5911975668985759
AS17,21.0,7.0,0,A,100,50,60.0,42.0,7.0,Democrat,51.0,50.0,51.0,50.0,81,-99,5,7.0,4.0,15.0,42.0,10.0,120000.0,82.0,50.0,52.78313253012048,Math/Eng/Stat/CS,Other,Third,3.0,Immigration,You are curious about the content It meets a graduation requirement.,100,4.0,1.0,1.0,"One of my biggest strengths as a student is perseverance. I stay committed even when coursework becomes challenging or overwhelming, and I am willing to put in extra time to truly understand the material. I manage my time carefully by balancing academics, work, and extracurricular responsibilities, which has helped me stay organized and focused. I learn best by applying concepts to real-world problems, especially through projects and hands-on assignments. I am also proactive about seeking help by asking questions, attending office hours, and using available resources when needed. Additionally, I work well under pressure and remain motivated by setting clear goals for myself.","I hope to gain a better understanding of how to analyze and interpret data in a practical way. Since I am doing a minor in Data and Decisions, I want to build skills that will help me work toward a future career as a data analyst. Through this class, I hope to feel more confident working with datasets and spotting patterns in data. I also want to improve my technical and statistical skills and learn how to apply them to real-world situations. Another goal is to get better at explaining data insights clearly and simply.",0.7807200583588266,0.7807200583588266,0.796084166404533,0.7144345083117604
K693,22.0,10.0,1,A,90,65,40.0,30.0,80.0,Democrat,90.0,55.0,65.0,25.0,70,9000,10,20.0,2.0,10.0,50.0,6.0,60000.0,60.0,80.0,30.0,Social Science,Other,Fourth,4.0,Other,You think that this class might help you in the future (e.g. in your future courses or career),65,1.0,4.0,2.0,"I am pretty disciplined and focused, and can get work done in a timely manner. I am creative and can come up with good ideas for projects or papers. I am very good at studying and taking exams. I am good at being a leader and very organized, so I think I am a good partner to have in group projects. I like to read and have a good comprehension of academic texts. I like analyzing data and can interpret the meaning from data as well as apply it to other concepts and theories.","I hope to get better at coding, both because I like doing it and because I want to have it as a skill for future jobs. I don't really understand or like AI, so I guess I would like to learn more about it and learn about the positives or ways it can be useful. I'd also like to understand ways to address complex problems in the world of data and AI, such as ethical concerns with privacy or copyright. Mostly, I am taking this class because I still don't know what I want to do with my life, so I want to try to find more things that are both interesting to me and useful life skills.",1.320219195211256,1.237705495510552,0.7364596943186588,0.7364596943186588
1108,21.0,7.5,1,A,83,16,30.0,47.0,30.0,Independent,1.0,76.0,37.0,51.0,65,-99,2,10.0,2.0,10.0,8.0,5.0,70000.0,59.0,100.0,30.0,Math/Eng/Stat/CS,Other,Third,14.0,Health Care Costs,You think that this class might help you in the future (e.g. in your future courses or career),67,5.0,2.0,3.0,"I have background in coding with object-oriented language as well as HTML, CSS, a bit of Javascript. I enjoy art as well, specifically digitally drawing as a hobby. I think I am a diligent student. I always keep track of my assignments, when they are due, how long it might take if I were to start it. I also get good sleep and rest, taking my health over a good grade most of the time.","I hope I can learn more about data analytics so I can pursue my minor in DTDS. I am not much of a statistics person, but I have never been exposed to the subject too much. I am considering becoming a data analyst, and hopefully I can fully see what it might be like through this class, and if I like it or not.",0.6882472016116852,0.6882472016116852,0.25,0.25
SBD3,18.0,11.5,1,A-,60,25,80.0,15.0,18.0,Republican,1.0,50.0,20.0,5.0,90,14500,0,10.0,1.0,25.0,40.0,10.0,60000.0,20.0,85.0,35.0,Humanities,Other,First,0.0,Political Divide,You are curious about the content It meets a graduation requirement.,60,5.0,2.0,7.0,"As a student I am detail oriented and can understand the steps required of given tasks. I am independent and can conduct my own work while simultaneously being able to collaborate with others. I am responsible and attentive in class. Additionally, I am self-motivated and strive to learn. Critical thinking to analyze information is also a skill I possess.",From this class I hope to gain a better understanding of the collection and application of data. I also wish to learn how to better visualize and interpret data sets. Skills I hope to acquire include basic programming. I would like to learn how to apply data analytics to broader topics and its application in different industries. I am also interested in learning how to critically analyze data.,0.2581988897471611,0.2581988897471611,0.4850712500726659,0.4850712500726659
A06N,19.5,6.0,2,A,89,89,74.0,53.0,30.0,Democrat,76.0,80.0,100.0,100.0,100,3000,1,10.0,4.0,10.0,50.0,5.0,80000.0,81.0,12.0,85.0,Other,Other,Second,2.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),94,1.0,1.0,1.0,"I believe that I am a dedicated and hardworking student who prides themselves on putting their best foot forward in all of their work. School has always come naturally and while I still work to study and put in a lot of effort, it is something I always enjoy and look forward to. I also feel that I am very determined whether itâ€™s studying more or taking a class that scares me. I am always open to learning and trying new things. I think these strengths not only make me a good student but also make learning a more enjoyable process.","While this class isnâ€™t a major requirement, it is related to my interest in data management and statistics. I hope to get a glimpse of what my minor in data and decisions may look like and expand my knowledge on handling data. While I donâ€™t know much about this class I am excited to meet people in different from other majors. I hope this class will not only give me skills to use in my career but also show me different ways to apply them and routes to go. Overall I hope to learn more about the data side is my major and open myself up to so new.",0.772315083521806,0.6931032800836721,0.1898315991504998,0.1898315991504998
1308,21.3,7.0,5,A-,90,30,60.0,30.0,30.0,Democrat,100.0,10.0,40.0,55.0,85,-99,3,9.0,2.0,22.0,60.0,2.0,100000.0,65.0,31.0,81.0,Social Science,Other,Third,2.0,Political Divide,You are curious about the content It meets a graduation requirement.,76,3.0,9.0,5.0,"As a student, I am one to spend a lot of time studying what I do not understand in a subject. My major is not exactly ""hard,"" but there is a lot of knowledge required in the subject. I have quite a few commitments outside of classes, and I think I balance them fairly well. I have been taught not to be comfortable with average, and I strive for excellence in my classes. I want to outperform in areas that I am uncomfortable with, as well as those in which I naturally excel. Additionally, I do love to learn, which is the bare minimum as a student, but something I felt important to point out, as in class I am not one to play around on the computer. Instead, I am always actively listening and taking down notes on what I feel is important.","From this class, I am both scared and excited to learn R. Somehow, I have avoided it in both of my research statistics classes, but it is finally time. As my major is political science, I am more than likely not going to be as proficient as other individuals, as I pointed out in the ratings. However, I do love testing my boundaries, so I am excited to see what I learn, other than what I have braced myself for. Also, I am curious about the layout of the class and how Mondays are lectures and Wednesdays are labs. I have never had this structure, and I am curious about what we will do in labs, but I am excited for the more interactive aspect of the course, where we will be able to work with our classmates. Speaking about classmates, I expect this to be a more diverse group of individuals with different majors, and I hope to gain a more rounded view by speaking with my groupmates and, of course, you, the professor.",0.8333333333333334,0.6666666666666666,0.514031683292549,0.4535573676110727
7919,19.2,8.0,1,A,100,75,92.0,31.0,30.0,Democrat,19.0,45.0,92.0,31.0,82,-99,7,25.0,1.0,2.0,56.0,4.0,120000.0,18.0,89.0,82.0,Social Science,Other,Second,1.0,Other,You are curious about the content It meets a graduation requirement.,77,3.0,1.0,2.0,"As a student, I'm happy to say that I'm very driven to always do well on assignments and I always try to get them done in time. I'm also very consistent at coming to class, I come to every one unless I'm actually sick. When I'm struggling with a concept I'm always willing to ask for help and come to office hours. I'm motivated to keep high grades as well as really learn the class material. However, I'd say I struggle with staying on top of studying and not procrastinating it. I'm trying to get better at studying this semester, I'll put aside time for it and not avoid things that I don't know and am unsure about.","From this class, I hope to learn the basics of data analytics for my minor in Data & Decisions. I've only taken a couple math classes since being at college; I've learned the basics of math and statistics, but I think it'd be great to learn how to apply my knowledge to analyzing data. As a National Security & Foreign Affairs major, I haven't taken any coding or data classes, but I've always been interested in it. I chose this minor because I think this will be a great addition to my degree and really help me in my career in the future. With this, I hope this class will help me learn at least the basics of what I need to know to apply this to my career, and I'm excited to get started!",0.5155217860230611,0.3682298471593294,0.260132990857236,0.260132990857236
1920,19.5,10.5,0,A,85,60,80.0,30.0,10.0,Independent,30.0,60.0,40.0,45.0,90,7000,3,13.0,30.0,10.0,50.0,10.0,100000.0,60.0,20.0,35.0,Math/Eng/Stat/CS,Other,Second,5.0,Budget Deficit,You think that this class might help you in the future (e.g. in your future courses or career),60,3.0,7.0,0.0,I am usually a quick learner. I am sometimes curious. I love project-based classes over exam based classes and tend to do better on projects. I am extremly focoused when needed.,"I hope to get some experience in R. I am a CMDA and Econ major, and I think this class is going to be a great start, from what I might expect in the job market. I have some experience working with data, but none in collecting data.",0.3535533905932737,0.3535533905932737,0.1443375672974065,0.1443375672974065
1227,20.0,8.5,2,A-,100,100,100.0,51.0,200.0,Democrat,58.02469135802469,30.0,27.0,7.0,100,8000,10,15.0,5.0,10.0,55.0,3.5,80000.0,55.0,19.0,11.0,Social Science,Other,Third,2.0,Crime/Violence,You are curious about the content It meets a graduation requirement.,82,7.0,0.0,2.0,"My strengths, is talking to other peers, working with other people, getting assignment done in a timely order. But also managing my time for working, exercise, fun and keeping my personal relationships",I hope to gain data analytical skills and how to move forward in this climate.,0.3535533905932737,0.3535533905932737,0.2581988897471611,0.2581988897471611
L737,18.75,7.5,1,A-,88,63,36.0,89.0,50.0,Democrat,100.0,41.0,36.0,59.0,92,10000,7,20.0,5.0,8.0,50.0,4.0,60000.0,61.0,36.0,8.0,Business,Other,First,0.0,Political Divide,You are curious about the content It meets a graduation requirement.,54,1.0,1.0,3.043478260869565,"Iâ€™m an easy person to work with and like group projects. I get very interested in topics we cover in class, and like to do research outside of class.","I hope to gain an interest in data analytics, as Iâ€™m looking at a minor in it.",0.7302967433402214,0.7302967433402214,0.2357022603955159,0.2357022603955159
2580,19.0,11.5,1,A-,86,50,40.0,73.0,30.0,Independent,2.0,11.0,48.0,23.0,90,-99,2,10.0,2.0,8.0,63.0,16.0,120000.0,14.0,3.0,82.0,Social Science,Other,First,0.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),28,6.0,2.0,4.0,"I really like to take leadership positions in group projects, more so in a delegating way, where I can identify people's strengths and give them a task pertaining to that.  I am really good at putting distractions away from myself when I need to lock in to do work or study. I am also good at advocating for myself, especially when I need help with something. I will never shy away from asking my teacher or peers questions if I am struggling. Finally, I also think Icano be aware of when I am doing something wrong and fix it quickly.","I really hope I can get some experience that will help guide me in my professional career.  I think that a lot of stuff I learn from this class can contribute to my first internship and first job out of college, especially as an ECON major.  I would also like to build a great relationship with my professor, because I think he will be a great reference in the future and someone who can help me grow in my profession.  I want to gain a better understanding of the role data plays in the government and the economy.",0.36,0.2,0.5050762722761054,0.5050762722761054
0426,20.0,11.0,2,A,95,70,76.0,30.0,30.0,Independent,80.0,67.0,71.0,88.0,100,-99,10,9.0,1.0,15.0,56.0,7.0,70000.0,80.0,20.0,91.0,Business,Other,Third,3.0,Crime/Violence,You think that this class might help you in the future (e.g. in your future courses or career),65,5.0,2.0,1.0,"I am a student who gets good grades. I always put effort into what assignment I am doing. I am a very punctual student, and never turn in assignments late. I try to be a leader in group projects to make it easy for my group mates to participate. I am a student who loves to problem solve and think about different ways to go about a task.","I hope to gain more knowledge about different types of data. Furthermore, I want to learn more about how the different types of data sets can be organized. I would also want to gain knowledge on the process of organizing the data sets. I want to gain knowledge on coding and the different coding languages that can be used. I want to gain knowledge on the differences of the coding languages and how each can be used.",0.4608176875690326,0.3638034375544995,0.547010767006262,0.4558423058385518
1379,21.0,12.0,0,A-,82,81,77.0,60.0,50.0,Democrat,1.0,70.0,70.0,100.0,90,7000,11,11.0,2.0,4.0,32.0,12.0,125102287.5,90.0,45.53164556962025,70.0,Math/Eng/Stat/CS,Other,Third,8.0,Political Divide,You are curious about the content It meets a graduation requirement.,50,2.0,2.0,3.043478260869565,"When it comes to my ability to preform as a student. I am able to articulate myself well. Also, my background in math and science has allowed for me to have better understand of other areas of work. I like to look at things as tendencies, and all numbers have data sets, meaning that information we retain is rarely new, it all comes from something already created. So in other words, most ideas are patterned based. Once I figured that out, I was able to look a things differently and take a different approach,",,0.5157106231293966,0.5157106231293966,0.0,0.0
2430,21.0,7.0,2,A-,100,71,81.0,97.0,25.0,Democrat,100.0,0.0,18.0,0.0,100,-99,5,38.0,2.0,10.0,65.0,7.0,80000.0,9.0,35.0,90.0,Other,Other,Third,1.0,Political Divide,You are curious about the content It meets a graduation requirement.,68,1.0,1.0,1.0,"I am a very timely student, I pride myself in my ability to prioritize and organize tasks to make me the most successful I can be. As a comms students I also believe one of my greatest strengths to be communication both written and oral. Im not afraid of public speaking and consider myself to be a leader when put in group settings. I am comfortable talking to people I don't know and people I don't necessarily relate to when it comes to us working towards a common goal. Since im not really a ""STEM"" based learner and sometimes have a lot of trouble understanding in classes like this I have over time become more outgoing and communicative with my peers and professors when I need help.",I hope to gain a better understanding of data in a larger sense. This class counts towards my minor (DDS) and as an advertising student these classes differ a ton from the ones I take for my major. I am excited to form connections with students I wouldn't normally interact with. I hope to become better informed on the subject matter and be able to present my findings in a concise manner. I also hope to be able to apply what I learn in this class to my other classes aswell.,0.6034024264029574,0.3549426037664455,0.5241424183609592,0.5241424183609592
9444,19.0,7.5,1,A,85,70,90.0,55.0,30.0,Independent,80.0,50.0,50.0,80.0,100,8000,7,17.0,2.0,10.0,8.0,3.0,80000.0,73.0,60.0,30.0,Business,Other,Second,2.0,Political Divide,You are curious about the content It meets a graduation requirement.,50,3.0,0.0,1.0,"As a student, I have pushed myself to prioritize time management and organization. During high school, I was not as focused on the importance of deadlines and due dates. My shift in focus when I started college has directly reflected the grades I have received as a result of being more timely. I continue to push myself to be a diligent student every semester. I have also increased my leadership skills during my time at VT with various group projects I have had. I think those experiences are crucial to being a communicator, leader, and team player in the workforce postgrad.","Through this class, I hope to strengthen my critical thinking skills, as well as learn more about analytical models as someone who is fairly new to the topic. I am a marketing student with a hope to apply this course to the digital analytics of my major. I am excited for the lab portion of the class because I am a hands on learner. I also am excited to dive into more stem related material, because as a business major I don't have many stem classes in my pathways. I hope to take what I learn about data analytics and apply it to my major.",0.2786104132587969,0.1990074380419978,0.29277002188456,0.29277002188456
6741,20.0,9.5,1,A,93,61,85.0,50.0,30.0,Democrat,50.0,40.0,70.0,60.0,60,10000,9,30.0,1.0,10.0,52.0,20.0,80000.0,40.0,20.0,40.0,Business,Other,Second,3.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),85,3.0,2.0,0.0,"My strengths as a student consist of being able to learn content well. I can easily retain all information and know where and when to apply it. I'd also say a strength is being on time with stuff and being able to prepare accordingly for exams. I am also good at asking questions when I feel lost and making sure I can find the answer. Whether that is from google, classmates, the teacher, or AI.","I hope to gain valuable skills and information on data. I'm going into finance and data is a huge aspect of it. I want to learn how to use and analyze data alongside AI. I believe AI is the future and data will play a big role in it so combining the two can be very helpful for analyzing markets, trades, and more.",0.1154700538379251,0.1154700538379251,0.4787549991450211,0.3779644730092272
0606,21.0,9.0,1,B+,75,50,40.0,40.0,50.0,Independent,20.0,40.0,60.0,70.0,80,-99,10,20.0,10000000.0,5.0,40.0,3.0,90000.0,65.0,30.0,70.0,Business,Other,Fourth,3.0,Political Divide,You are curious about the content It meets a graduation requirement.,60,4.0,6.0,2.0,One of my strengths as a student is that I show up to class consistently and stay engaged. I like to communicate with my classmates and share ideas during discussions. I am comfortable asking questions and helping others when they need it. Working with classmates helps me learn better and stay motivated. I try to be respectful and positive when communicating with others.,"I hope to learn the basics of working with data in this class. I want to understand how different types of data, like numbers and text, are collected and used. Since I am somewhat new to data analytics, I hope to feel more confident with these skills. I also want to learn tools that can help me solve real-world problems. Overall, I want to gain a strong and simple foundation in data.",1.007905261357939,1.007905261357939,0.4447563593452962,0.3511234415883917
2008,18.0,8.0,1,A,50,89,84.0,43.0,20.0,Other,52.0,100.0,100.0,100.0,100,10000,12,20.0,4.0,20.0,60.0,20.0,500000.0,100.0,100.0,100.0,Math/Eng/Stat/CS,Other,First,2.0,Other,You think that this class might help you in the future (e.g. in your future courses or career),100,0.0,3.211267605633803,3.043478260869565,"I love to work hard. If I am given time, I know that I can learn any topic. I love learning about how to run a business, and I know that this course will help me understand. I also think that I can lead a team to get work done. I love to learn a breadth of subjects because I do not want to be limited by beliefs. I Think that my strenght is that i will be willing to learn more,.","I hope to learn how the data works and learn how to make data pipelines and overcome my lack of understanding of the flow of data, and I hope to learn more about the cloud data pipelines.",0.5521576303742327,0.5521576303742327,-0.1643989873053573,-0.1643989873053573
6767,19.0,7.0,3,A,65,70,30.0,50.0,100.0,Democrat,100.0,41.0,40.0,0.0,100,12000,2,10.0,3.0,5.0,8.0,8.0,80000.0,49.0,10.0,59.0,Social Science,Other,Second,1.0,Immigration,You are curious about the content It meets a graduation requirement.,70,5.0,3.211267605633803,4.0,"I am a political science major, so I am strong in critical thinking, analyzing political issues, and understanding how systems of power work. I am good at breaking down complex readings and identifying the main arguments. I have strong study habits and stay organized with my assignments. I sometimes put more effort into my work than necessary because I care about doing well. I would also say I work well in group projects and always participate and contribute to discussions.","I hope to learn more about data and decisions, which is my minor. I find data analysis interesting and want to strengthen my ability to analyze data beyond just a political context. I am also hoping to learn coding and become more comfortable using different coding software and tools. This class will help me build practical skills that I can apply in other courses and future work. I also want to gain confidence working with data and interpreting results. Last, I hope to build connections with classmates who I could collaborate with on future projects or stay in contact with professionally.",0.4472135954999579,0.4472135954999579,0.5771215703217937,0.4975185951049946
6688,20.1,8.5,1,A,93,72,92.0,61.0,100.0,Democrat,62.0,51.27058823529412,51.0,30.0,100,8000,12,25.0,1.0,8.0,58.0,5.0,55000.0,60.0,92.0,81.0,Business,Other,Second,2.0,Racial Injustice,You think that this class might help you in the future (e.g. in your future courses or career),81,6.0,4.0,5.0,"As a marketing major creativity and innovation are two of my strengths. I love coming up with fresh, yet fun ideas that express my thoughts, feelings and opinions. I am also very flexible and adaptive and can work with different tools, people, and can figure out another solution. Additionally, I am an organized person as I love to write out my tasks for each day, which helps me stay focused and on task. I would say am a hard worker and a determined student. I put 100% effort into anything I do and am always willing to improve. If I do not understand something I will put in the hours to make sure I understand it. Lastly, I am a reliable person and an individual who people can count on, not just for academics but also in general.","Since my major is marketing management understanding analytics is crucial. I am looking forward to learning how to turn messy data in smart and strategic decisions, as well as analyzing the various types of data. I also hope to learn how to identify bias in data, as that will be huge in my field of marketing. I have never coded before, so I am a bit nervous about learning to program in R, but it would be a great skill to have. Overall, I am hoping to gain how to use data and turn it into effective marketing strategies.",0.9227062703341018,0.8543576577167609,0.3819143697985006,0.3015113445777636
